SrNo,District Name,Taluka Name,Gram Panchayat,Taluka Latitude,Taluka Longitude,District Latitude,District Longitude,Month,Max Temp (°C),Min Temp (°C),Avg Temp (°C)
1849,BANASKANTHA,Tharad,BHACHAR,24.3897272,71.6292685,24.25,72.5,6.0,36.79,26.98,31.57
1849,BANASKANTHA,Tharad,BHACHAR,24.3897272,71.6292685,24.25,72.5,7.0,31.78,25.34,28.13
1849,BANASKANTHA,Tharad,BHACHAR,24.3897272,71.6292685,24.25,72.5,8.0,29.79,24.2,26.61
1849,BANASKANTHA,Tharad,BHACHAR,24.3897272,71.6292685,24.25,72.5,9.0,30.86,23.77,26.98
1849,BANASKANTHA,Tharad,BHACHAR,24.3897272,71.6292685,24.25,72.5,10.0,32.72,21.92,26.98
1849,BANASKANTHA,Tharad,BHACHAR,24.3897272,71.6292685,24.25,72.5,11.0,30.16,18.37,23.76
1849,BANASKANTHA,Tharad,BHACHAR,24.3897272,71.6292685,24.25,72.5,12.0,26.55,14.41,19.84
1850,BANASKANTHA,Dantiwada,BHADALI (ZAT),24.3239388,72.3255763,24.25,72.5,1.0,25.38,12.82,18.57
1850,BANASKANTHA,Dantiwada,BHADALI (ZAT),24.3239388,72.3255763,24.25,72.5,2.0,29.07,15.72,22.02
1850,BANASKANTHA,Dantiwada,BHADALI (ZAT),24.3239388,72.3255763,24.25,72.5,3.0,33.17,19.54,26.21
1850,BANASKANTHA,Dantiwada,BHADALI (ZAT),24.3239388,72.3255763,24.25,72.5,4.0,37.56,23.37,30.49
1850,BANASKANTHA,Dantiwada,BHADALI (ZAT),24.3239388,72.3255763,24.25,72.5,5.0,39.33,26.17,32.72
1850,BANASKANTHA,Dantiwada,BHADALI (ZAT),24.3239388,72.3255763,24.25,72.5,6.0,36.79,26.98,31.57
1850,BANASKANTHA,Dantiwada,BHADALI (ZAT),24.3239388,72.3255763,24.25,72.5,7.0,31.78,25.34,28.13
1850,BANASKANTHA,Dantiwada,BHADALI (ZAT),24.3239388,72.3255763,24.25,72.5,8.0,29.79,24.2,26.61
1850,BANASKANTHA,Dantiwada,BHADALI (ZAT),24.3239388,72.3255763,24.25,72.5,9.0,30.86,23.77,26.98
1850,BANASKANTHA,Dantiwada,BHADALI (ZAT),24.3239388,72.3255763,24.25,72.5,10.0,32.72,21.92,26.98
1850,BANASKANTHA,Dantiwada,BHADALI (ZAT),24.3239388,72.3255763,24.25,72.5,11.0,30.16,18.37,23.76
1850,BANASKANTHA,Dantiwada,BHADALI (ZAT),24.3239388,72.3255763,24.25,72.5,12.0,26.55,14.41,19.84
1851,BANASKANTHA,Deesa,BHADATH,24.2594977,72.1803348,24.25,72.5,1.0,25.38,12.82,18.57
1851,BANASKANTHA,Deesa,BHADATH,24.2594977,72.1803348,24.25,72.5,2.0,29.07,15.72,22.02
1851,BANASKANTHA,Deesa,BHADATH,24.2594977,72.1803348,24.25,72.5,3.0,33.17,19.54,26.21
1851,BANASKANTHA,Deesa,BHADATH,24.2594977,72.1803348,24.25,72.5,4.0,37.56,23.37,30.49
1851,BANASKANTHA,Deesa,BHADATH,24.2594977,72.1803348,24.25,72.5,5.0,39.33,26.17,32.72
1851,BANASKANTHA,Deesa,BHADATH,24.2594977,72.1803348,24.25,72.5,6.0,36.79,26.98,31.57
1851,BANASKANTHA,Deesa,BHADATH,24.2594977,72.1803348,24.25,72.5,7.0,31.78,25.34,28.13
1851,BANASKANTHA,Deesa,BHADATH,24.2594977,72.1803348,24.25,72.5,8.0,29.79,24.2,26.61
1851,BANASKANTHA,Deesa,BHADATH,24.2594977,72.1803348,24.25,72.5,9.0,30.86,23.77,26.98
1851,BANASKANTHA,Deesa,BHADATH,24.2594977,72.1803348,24.25,72.5,10.0,32.72,21.92,26.98
1851,BANASKANTHA,Deesa,BHADATH,24.2594977,72.1803348,24.25,72.5,11.0,30.16,18.37,23.76
1851,BANASKANTHA,Deesa,BHADATH,24.2594977,72.1803348,24.25,72.5,12.0,26.55,14.41,19.84
1852,BANASKANTHA,Deodar,BHADKASAR,24.1920148,71.7893701,24.25,72.5,1.0,25.38,12.82,18.57
1852,BANASKANTHA,Deodar,BHADKASAR,24.1920148,71.7893701,24.25,72.5,2.0,29.07,15.72,22.02
1852,BANASKANTHA,Deodar,BHADKASAR,24.1920148,71.7893701,24.25,72.5,3.0,33.17,19.54,26.21
1852,BANASKANTHA,Deodar,BHADKASAR,24.1920148,71.7893701,24.25,72.5,4.0,37.56,23.37,30.49
1852,BANASKANTHA,Deodar,BHADKASAR,24.1920148,71.7893701,24.25,72.5,5.0,39.33,26.17,32.72
1852,BANASKANTHA,Deodar,BHADKASAR,24.1920148,71.7893701,24.25,72.5,6.0,36.79,26.98,31.57
1852,BANASKANTHA,Deodar,BHADKASAR,24.1920148,71.7893701,24.25,72.5,7.0,31.78,25.34,28.13
1852,BANASKANTHA,Deodar,BHADKASAR,24.1920148,71.7893701,24.25,72.5,8.0,29.79,24.2,26.61
1852,BANASKANTHA,Deodar,BHADKASAR,24.1920148,71.7893701,24.25,72.5,9.0,30.86,23.77,26.98
1852,BANASKANTHA,Deodar,BHADKASAR,24.1920148,71.7893701,24.25,72.5,10.0,32.72,21.92,26.98
1852,BANASKANTHA,Deodar,BHADKASAR,24.1920148,71.7893701,24.25,72.5,11.0,30.16,18.37,23.76
1852,BANASKANTHA,Deodar,BHADKASAR,24.1920148,71.7893701,24.25,72.5,12.0,26.55,14.41,19.84
1853,BANASKANTHA,Dantiwada,BHADLI KOTHA,24.3239388,72.3255763,24.25,72.5,1.0,25.38,12.82,18.57
1853,BANASKANTHA,Dantiwada,BHADLI KOTHA,24.3239388,72.3255763,24.25,72.5,2.0,29.07,15.72,22.02
1853,BANASKANTHA,Dantiwada,BHADLI KOTHA,24.3239388,72.3255763,24.25,72.5,3.0,33.17,19.54,26.21
1853,BANASKANTHA,Dantiwada,BHADLI KOTHA,24.3239388,72.3255763,24.25,72.5,4.0,37.56,23.37,30.49
1853,BANASKANTHA,Dantiwada,BHADLI KOTHA,24.3239388,72.3255763,24.25,72.5,5.0,39.33,26.17,32.72
1853,BANASKANTHA,Dantiwada,BHADLI KOTHA,24.3239388,72.3255763,24.25,72.5,6.0,36.79,26.98,31.57
1853,BANASKANTHA,Dantiwada,BHADLI KOTHA,24.3239388,72.3255763,24.25,72.5,7.0,31.78,25.34,28.13
1853,BANASKANTHA,Dantiwada,BHADLI KOTHA,24.3239388,72.3255763,24.25,72.5,8.0,29.79,24.2,26.61
1853,BANASKANTHA,Dantiwada,BHADLI KOTHA,24.3239388,72.3255763,24.25,72.5,9.0,30.86,23.77,26.98
1853,BANASKANTHA,Dantiwada,BHADLI KOTHA,24.3239388,72.3255763,24.25,72.5,10.0,32.72,21.92,26.98
1853,BANASKANTHA,Dantiwada,BHADLI KOTHA,24.3239388,72.3255763,24.25,72.5,11.0,30.16,18.37,23.76
1853,BANASKANTHA,Dantiwada,BHADLI KOTHA,24.3239388,72.3255763,24.25,72.5,12.0,26.55,14.41,19.84
1854,BANASKANTHA,Lakhani,KAMODA,,,24.25,72.5,1.0,25.38,12.82,18.57
1854,BANASKANTHA,Lakhani,KAMODA,,,24.25,72.5,2.0,29.07,15.72,22.02
1854,BANASKANTHA,Lakhani,KAMODA,,,24.25,72.5,3.0,33.17,19.54,26.21
1854,BANASKANTHA,Lakhani,KAMODA,,,24.25,72.5,4.0,37.56,23.37,30.49
1854,BANASKANTHA,Lakhani,KAMODA,,,24.25,72.5,5.0,39.33,26.17,32.72
1854,BANASKANTHA,Lakhani,KAMODA,,,24.25,72.5,6.0,36.79,26.98,31.57
1854,BANASKANTHA,Lakhani,KAMODA,,,24.25,72.5,7.0,31.78,25.34,28.13
1854,BANASKANTHA,Lakhani,KAMODA,,,24.25,72.5,8.0,29.79,24.2,26.61
1854,BANASKANTHA,Lakhani,KAMODA,,,24.25,72.5,9.0,30.86,23.77,26.98
1854,BANASKANTHA,Lakhani,KAMODA,,,24.25,72.5,10.0,32.72,21.92,26.98
1854,BANASKANTHA,Lakhani,KAMODA,,,24.25,72.5,11.0,30.16,18.37,23.76
1854,BANASKANTHA,Lakhani,KAMODA,,,24.25,72.5,12.0,26.55,14.41,19.84
1855,BANASKANTHA,Lakhani,KAMODI,,,24.25,72.5,1.0,25.38,12.82,18.57
1855,BANASKANTHA,Lakhani,KAMODI,,,24.25,72.5,2.0,29.07,15.72,22.02
1855,BANASKANTHA,Lakhani,KAMODI,,,24.25,72.5,3.0,33.17,19.54,26.21
1855,BANASKANTHA,Lakhani,KAMODI,,,24.25,72.5,4.0,37.56,23.37,30.49
1855,BANASKANTHA,Lakhani,KAMODI,,,24.25,72.5,5.0,39.33,26.17,32.72
1855,BANASKANTHA,Lakhani,KAMODI,,,24.25,72.5,6.0,36.79,26.98,31.57
1855,BANASKANTHA,Lakhani,KAMODI,,,24.25,72.5,7.0,31.78,25.34,28.13
1855,BANASKANTHA,Lakhani,KAMODI,,,24.25,72.5,8.0,29.79,24.2,26.61
1855,BANASKANTHA,Lakhani,KAMODI,,,24.25,72.5,9.0,30.86,23.77,26.98
1855,BANASKANTHA,Lakhani,KAMODI,,,24.25,72.5,10.0,32.72,21.92,26.98
1855,BANASKANTHA,Lakhani,KAMODI,,,24.25,72.5,11.0,30.16,18.37,23.76
1855,BANASKANTHA,Lakhani,KAMODI,,,24.25,72.5,12.0,26.55,14.41,19.84
1856,BANASKANTHA,Danta,KANABIYAVAS,24.187557,72.7649516,24.25,72.5,1.0,25.38,12.82,18.57
1856,BANASKANTHA,Danta,KANABIYAVAS,24.187557,72.7649516,24.25,72.5,2.0,29.07,15.72,22.02
1856,BANASKANTHA,Danta,KANABIYAVAS,24.187557,72.7649516,24.25,72.5,3.0,33.17,19.54,26.21
1856,BANASKANTHA,Danta,KANABIYAVAS,24.187557,72.7649516,24.25,72.5,4.0,37.56,23.37,30.49
1856,BANASKANTHA,Danta,KANABIYAVAS,24.187557,72.7649516,24.25,72.5,5.0,39.33,26.17,32.72
1856,BANASKANTHA,Danta,KANABIYAVAS,24.187557,72.7649516,24.25,72.5,6.0,36.79,26.98,31.57
1856,BANASKANTHA,Danta,KANABIYAVAS,24.187557,72.7649516,24.25,72.5,7.0,31.78,25.34,28.13
1856,BANASKANTHA,Danta,KANABIYAVAS,24.187557,72.7649516,24.25,72.5,8.0,29.79,24.2,26.61
1856,BANASKANTHA,Danta,KANABIYAVAS,24.187557,72.7649516,24.25,72.5,9.0,30.86,23.77,26.98
1856,BANASKANTHA,Danta,KANABIYAVAS,24.187557,72.7649516,24.25,72.5,10.0,32.72,21.92,26.98
1856,BANASKANTHA,Danta,KANABIYAVAS,24.187557,72.7649516,24.25,72.5,11.0,30.16,18.37,23.76
1856,BANASKANTHA,Danta,KANABIYAVAS,24.187557,72.7649516,24.25,72.5,12.0,26.55,14.41,19.84
1857,BANASKANTHA,Deesa,KANAJHARA,24.2594977,72.1803348,24.25,72.5,1.0,25.38,12.82,18.57
1857,BANASKANTHA,Deesa,KANAJHARA,24.2594977,72.1803348,24.25,72.5,2.0,29.07,15.72,22.02
1857,BANASKANTHA,Deesa,KANAJHARA,24.2594977,72.1803348,24.25,72.5,3.0,33.17,19.54,26.21
1857,BANASKANTHA,Deesa,KANAJHARA,24.2594977,72.1803348,24.25,72.5,4.0,37.56,23.37,30.49
1857,BANASKANTHA,Deesa,KANAJHARA,24.2594977,72.1803348,24.25,72.5,5.0,39.33,26.17,32.72
1857,BANASKANTHA,Deesa,KANAJHARA,24.2594977,72.1803348,24.25,72.5,6.0,36.79,26.98,31.57
1857,BANASKANTHA,Deesa,KANAJHARA,24.2594977,72.1803348,24.25,72.5,7.0,31.78,25.34,28.13
1857,BANASKANTHA,Deesa,KANAJHARA,24.2594977,72.1803348,24.25,72.5,8.0,29.79,24.2,26.61
1857,BANASKANTHA,Deesa,KANAJHARA,24.2594977,72.1803348,24.25,72.5,9.0,30.86,23.77,26.98
1857,BANASKANTHA,Deesa,KANAJHARA,24.2594977,72.1803348,24.25,72.5,10.0,32.72,21.92,26.98
1857,BANASKANTHA,Deesa,KANAJHARA,24.2594977,72.1803348,24.25,72.5,11.0,30.16,18.37,23.76
1857,BANASKANTHA,Deesa,KANAJHARA,24.2594977,72.1803348,24.25,72.5,12.0,26.55,14.41,19.84
1858,BANASKANTHA,Palanpur,KANODAR,24.1709794,72.4366375,24.25,72.5,1.0,25.38,12.82,18.57
1858,BANASKANTHA,Palanpur,KANODAR,24.1709794,72.4366375,24.25,72.5,2.0,29.07,15.72,22.02
1858,BANASKANTHA,Palanpur,KANODAR,24.1709794,72.4366375,24.25,72.5,3.0,33.17,19.54,26.21
1858,BANASKANTHA,Palanpur,KANODAR,24.1709794,72.4366375,24.25,72.5,4.0,37.56,23.37,30.49
1858,BANASKANTHA,Palanpur,KANODAR,24.1709794,72.4366375,24.25,72.5,5.0,39.33,26.17,32.72
1858,BANASKANTHA,Palanpur,KANODAR,24.1709794,72.4366375,24.25,72.5,6.0,36.79,26.98,31.57
1858,BANASKANTHA,Palanpur,KANODAR,24.1709794,72.4366375,24.25,72.5,7.0,31.78,25.34,28.13
1858,BANASKANTHA,Palanpur,KANODAR,24.1709794,72.4366375,24.25,72.5,8.0,29.79,24.2,26.61
1858,BANASKANTHA,Palanpur,KANODAR,24.1709794,72.4366375,24.25,72.5,9.0,30.86,23.77,26.98
1858,BANASKANTHA,Palanpur,KANODAR,24.1709794,72.4366375,24.25,72.5,10.0,32.72,21.92,26.98
1858,BANASKANTHA,Palanpur,KANODAR,24.1709794,72.4366375,24.25,72.5,11.0,30.16,18.37,23.76
1858,BANASKANTHA,Palanpur,KANODAR,24.1709794,72.4366375,24.25,72.5,12.0,26.55,14.41,19.84
1859,BANASKANTHA,Suigam,KANOTHI,24.1515492,71.3593406,24.25,72.5,1.0,25.38,12.82,18.57
1859,BANASKANTHA,Suigam,KANOTHI,24.1515492,71.3593406,24.25,72.5,2.0,29.07,15.72,22.02
1859,BANASKANTHA,Suigam,KANOTHI,24.1515492,71.3593406,24.25,72.5,3.0,33.17,19.54,26.21
1859,BANASKANTHA,Suigam,KANOTHI,24.1515492,71.3593406,24.25,72.5,4.0,37.56,23.37,30.49
1859,BANASKANTHA,Suigam,KANOTHI,24.1515492,71.3593406,24.25,72.5,5.0,39.33,26.17,32.72
1859,BANASKANTHA,Suigam,KANOTHI,24.1515492,71.3593406,24.25,72.5,6.0,36.79,26.98,31.57
1859,BANASKANTHA,Suigam,KANOTHI,24.1515492,71.3593406,24.25,72.5,7.0,31.78,25.34,28.13
1859,BANASKANTHA,Suigam,KANOTHI,24.1515492,71.3593406,24.25,72.5,8.0,29.79,24.2,26.61
1859,BANASKANTHA,Suigam,KANOTHI,24.1515492,71.3593406,24.25,72.5,9.0,30.86,23.77,26.98
1859,BANASKANTHA,Suigam,KANOTHI,24.1515492,71.3593406,24.25,72.5,10.0,32.72,21.92,26.98
1859,BANASKANTHA,Suigam,KANOTHI,24.1515492,71.3593406,24.25,72.5,11.0,30.16,18.37,23.76
1859,BANASKANTHA,Suigam,KANOTHI,24.1515492,71.3593406,24.25,72.5,12.0,26.55,14.41,19.84
1860,BANASKANTHA,Deesa,KANT,24.2594977,72.1803348,24.25,72.5,1.0,25.38,12.82,18.57
1860,BANASKANTHA,Deesa,KANT,24.2594977,72.1803348,24.25,72.5,2.0,29.07,15.72,22.02
1860,BANASKANTHA,Deesa,KANT,24.2594977,72.1803348,24.25,72.5,3.0,33.17,19.54,26.21
1860,BANASKANTHA,Deesa,KANT,24.2594977,72.1803348,24.25,72.5,4.0,37.56,23.37,30.49
1860,BANASKANTHA,Deesa,KANT,24.2594977,72.1803348,24.25,72.5,5.0,39.33,26.17,32.72
1860,BANASKANTHA,Deesa,KANT,24.2594977,72.1803348,24.25,72.5,6.0,36.79,26.98,31.57
1860,BANASKANTHA,Deesa,KANT,24.2594977,72.1803348,24.25,72.5,7.0,31.78,25.34,28.13
1860,BANASKANTHA,Deesa,KANT,24.2594977,72.1803348,24.25,72.5,8.0,29.79,24.2,26.61
1860,BANASKANTHA,Deesa,KANT,24.2594977,72.1803348,24.25,72.5,9.0,30.86,23.77,26.98
1860,BANASKANTHA,Deesa,KANT,24.2594977,72.1803348,24.25,72.5,10.0,32.72,21.92,26.98
1860,BANASKANTHA,Deesa,KANT,24.2594977,72.1803348,24.25,72.5,11.0,30.16,18.37,23.76
1860,BANASKANTHA,Deesa,KANT,24.2594977,72.1803348,24.25,72.5,12.0,26.55,14.41,19.84
1861,BANASKANTHA,Amirgadh,KAPASIYA,24.4060517,72.6411054,24.25,72.5,1.0,25.38,12.82,18.57
1861,BANASKANTHA,Amirgadh,KAPASIYA,24.4060517,72.6411054,24.25,72.5,2.0,29.07,15.72,22.02
1861,BANASKANTHA,Amirgadh,KAPASIYA,24.4060517,72.6411054,24.25,72.5,3.0,33.17,19.54,26.21
1861,BANASKANTHA,Amirgadh,KAPASIYA,24.4060517,72.6411054,24.25,72.5,4.0,37.56,23.37,30.49
1861,BANASKANTHA,Amirgadh,KAPASIYA,24.4060517,72.6411054,24.25,72.5,5.0,39.33,26.17,32.72
1861,BANASKANTHA,Amirgadh,KAPASIYA,24.4060517,72.6411054,24.25,72.5,6.0,36.79,26.98,31.57
1861,BANASKANTHA,Amirgadh,KAPASIYA,24.4060517,72.6411054,24.25,72.5,7.0,31.78,25.34,28.13
1861,BANASKANTHA,Amirgadh,KAPASIYA,24.4060517,72.6411054,24.25,72.5,8.0,29.79,24.2,26.61
1861,BANASKANTHA,Amirgadh,KAPASIYA,24.4060517,72.6411054,24.25,72.5,9.0,30.86,23.77,26.98
1861,BANASKANTHA,Amirgadh,KAPASIYA,24.4060517,72.6411054,24.25,72.5,10.0,32.72,21.92,26.98
1861,BANASKANTHA,Amirgadh,KAPASIYA,24.4060517,72.6411054,24.25,72.5,11.0,30.16,18.37,23.76
1861,BANASKANTHA,Amirgadh,KAPASIYA,24.4060517,72.6411054,24.25,72.5,12.0,26.55,14.41,19.84
1862,BANASKANTHA,Vadgam,KARASANPURA,24.0782271,72.4891682,24.25,72.5,1.0,25.38,12.82,18.57
1862,BANASKANTHA,Vadgam,KARASANPURA,24.0782271,72.4891682,24.25,72.5,2.0,29.07,15.72,22.02
1862,BANASKANTHA,Vadgam,KARASANPURA,24.0782271,72.4891682,24.25,72.5,3.0,33.17,19.54,26.21
1862,BANASKANTHA,Vadgam,KARASANPURA,24.0782271,72.4891682,24.25,72.5,4.0,37.56,23.37,30.49
1862,BANASKANTHA,Vadgam,KARASANPURA,24.0782271,72.4891682,24.25,72.5,5.0,39.33,26.17,32.72
1862,BANASKANTHA,Vadgam,KARASANPURA,24.0782271,72.4891682,24.25,72.5,6.0,36.79,26.98,31.57
1862,BANASKANTHA,Vadgam,KARASANPURA,24.0782271,72.4891682,24.25,72.5,7.0,31.78,25.34,28.13
1862,BANASKANTHA,Vadgam,KARASANPURA,24.0782271,72.4891682,24.25,72.5,8.0,29.79,24.2,26.61
1862,BANASKANTHA,Vadgam,KARASANPURA,24.0782271,72.4891682,24.25,72.5,9.0,30.86,23.77,26.98
1862,BANASKANTHA,Vadgam,KARASANPURA,24.0782271,72.4891682,24.25,72.5,10.0,32.72,21.92,26.98
1862,BANASKANTHA,Vadgam,KARASANPURA,24.0782271,72.4891682,24.25,72.5,11.0,30.16,18.37,23.76
1862,BANASKANTHA,Vadgam,KARASANPURA,24.0782271,72.4891682,24.25,72.5,12.0,26.55,14.41,19.84
1863,BANASKANTHA,Amirgadh,KARAZA,24.4060517,72.6411054,24.25,72.5,1.0,25.38,12.82,18.57
1863,BANASKANTHA,Amirgadh,KARAZA,24.4060517,72.6411054,24.25,72.5,2.0,29.07,15.72,22.02
1863,BANASKANTHA,Amirgadh,KARAZA,24.4060517,72.6411054,24.25,72.5,3.0,33.17,19.54,26.21
1863,BANASKANTHA,Amirgadh,KARAZA,24.4060517,72.6411054,24.25,72.5,4.0,37.56,23.37,30.49
1863,BANASKANTHA,Amirgadh,KARAZA,24.4060517,72.6411054,24.25,72.5,5.0,39.33,26.17,32.72
1863,BANASKANTHA,Amirgadh,KARAZA,24.4060517,72.6411054,24.25,72.5,6.0,36.79,26.98,31.57
1863,BANASKANTHA,Amirgadh,KARAZA,24.4060517,72.6411054,24.25,72.5,7.0,31.78,25.34,28.13
1863,BANASKANTHA,Amirgadh,KARAZA,24.4060517,72.6411054,24.25,72.5,8.0,29.79,24.2,26.61
1863,BANASKANTHA,Amirgadh,KARAZA,24.4060517,72.6411054,24.25,72.5,9.0,30.86,23.77,26.98
1863,BANASKANTHA,Amirgadh,KARAZA,24.4060517,72.6411054,24.25,72.5,10.0,32.72,21.92,26.98
1863,BANASKANTHA,Amirgadh,KARAZA,24.4060517,72.6411054,24.25,72.5,11.0,30.16,18.37,23.76
1863,BANASKANTHA,Amirgadh,KARAZA,24.4060517,72.6411054,24.25,72.5,12.0,26.55,14.41,19.84
1864,BANASKANTHA,Tharad,KARBUN,24.3897272,71.6292685,24.25,72.5,1.0,25.38,12.82,18.57
1864,BANASKANTHA,Tharad,KARBUN,24.3897272,71.6292685,24.25,72.5,2.0,29.07,15.72,22.02
1864,BANASKANTHA,Tharad,KARBUN,24.3897272,71.6292685,24.25,72.5,3.0,33.17,19.54,26.21
1864,BANASKANTHA,Tharad,KARBUN,24.3897272,71.6292685,24.25,72.5,4.0,37.56,23.37,30.49
1864,BANASKANTHA,Tharad,KARBUN,24.3897272,71.6292685,24.25,72.5,5.0,39.33,26.17,32.72
1864,BANASKANTHA,Tharad,KARBUN,24.3897272,71.6292685,24.25,72.5,6.0,36.79,26.98,31.57
1864,BANASKANTHA,Tharad,KARBUN,24.3897272,71.6292685,24.25,72.5,7.0,31.78,25.34,28.13
1864,BANASKANTHA,Tharad,KARBUN,24.3897272,71.6292685,24.25,72.5,8.0,29.79,24.2,26.61
1864,BANASKANTHA,Tharad,KARBUN,24.3897272,71.6292685,24.25,72.5,9.0,30.86,23.77,26.98
1864,BANASKANTHA,Tharad,KARBUN,24.3897272,71.6292685,24.25,72.5,10.0,32.72,21.92,26.98
1864,BANASKANTHA,Tharad,KARBUN,24.3897272,71.6292685,24.25,72.5,11.0,30.16,18.37,23.76
1864,BANASKANTHA,Tharad,KARBUN,24.3897272,71.6292685,24.25,72.5,12.0,26.55,14.41,19.84
1865,BANASKANTHA,Palanpur,KARJODA,24.1709794,72.4366375,24.25,72.5,1.0,25.38,12.82,18.57
1865,BANASKANTHA,Palanpur,KARJODA,24.1709794,72.4366375,24.25,72.5,2.0,29.07,15.72,22.02
1865,BANASKANTHA,Palanpur,KARJODA,24.1709794,72.4366375,24.25,72.5,3.0,33.17,19.54,26.21
1865,BANASKANTHA,Palanpur,KARJODA,24.1709794,72.4366375,24.25,72.5,4.0,37.56,23.37,30.49
1865,BANASKANTHA,Palanpur,KARJODA,24.1709794,72.4366375,24.25,72.5,5.0,39.33,26.17,32.72
1865,BANASKANTHA,Palanpur,KARJODA,24.1709794,72.4366375,24.25,72.5,6.0,36.79,26.98,31.57
1865,BANASKANTHA,Palanpur,KARJODA,24.1709794,72.4366375,24.25,72.5,7.0,31.78,25.34,28.13
1865,BANASKANTHA,Palanpur,KARJODA,24.1709794,72.4366375,24.25,72.5,8.0,29.79,24.2,26.61
1865,BANASKANTHA,Palanpur,KARJODA,24.1709794,72.4366375,24.25,72.5,9.0,30.86,23.77,26.98
1865,BANASKANTHA,Palanpur,KARJODA,24.1709794,72.4366375,24.25,72.5,10.0,32.72,21.92,26.98
1865,BANASKANTHA,Palanpur,KARJODA,24.1709794,72.4366375,24.25,72.5,11.0,30.16,18.37,23.76
1865,BANASKANTHA,Palanpur,KARJODA,24.1709794,72.4366375,24.25,72.5,12.0,26.55,14.41,19.84
1866,BANASKANTHA,Vadgam,KARNALA,24.0782271,72.4891682,24.25,72.5,1.0,25.38,12.82,18.57
1866,BANASKANTHA,Vadgam,KARNALA,24.0782271,72.4891682,24.25,72.5,2.0,29.07,15.72,22.02
1866,BANASKANTHA,Vadgam,KARNALA,24.0782271,72.4891682,24.25,72.5,3.0,33.17,19.54,26.21
1866,BANASKANTHA,Vadgam,KARNALA,24.0782271,72.4891682,24.25,72.5,4.0,37.56,23.37,30.49
1866,BANASKANTHA,Vadgam,KARNALA,24.0782271,72.4891682,24.25,72.5,5.0,39.33,26.17,32.72
1866,BANASKANTHA,Vadgam,KARNALA,24.0782271,72.4891682,24.25,72.5,6.0,36.79,26.98,31.57
1866,BANASKANTHA,Vadgam,KARNALA,24.0782271,72.4891682,24.25,72.5,7.0,31.78,25.34,28.13
1866,BANASKANTHA,Vadgam,KARNALA,24.0782271,72.4891682,24.25,72.5,8.0,29.79,24.2,26.61
1866,BANASKANTHA,Vadgam,KARNALA,24.0782271,72.4891682,24.25,72.5,9.0,30.86,23.77,26.98
1866,BANASKANTHA,Vadgam,KARNALA,24.0782271,72.4891682,24.25,72.5,10.0,32.72,21.92,26.98
1866,BANASKANTHA,Vadgam,KARNALA,24.0782271,72.4891682,24.25,72.5,11.0,30.16,18.37,23.76
1866,BANASKANTHA,Vadgam,KARNALA,24.0782271,72.4891682,24.25,72.5,12.0,26.55,14.41,19.84
1867,BANASKANTHA,Bhabhar,CHICHODARA,24.0650833,71.6155279,24.25,72.5,1.0,25.38,12.82,18.57
1867,BANASKANTHA,Bhabhar,CHICHODARA,24.0650833,71.6155279,24.25,72.5,2.0,29.07,15.72,22.02
1867,BANASKANTHA,Bhabhar,CHICHODARA,24.0650833,71.6155279,24.25,72.5,3.0,33.17,19.54,26.21
1867,BANASKANTHA,Bhabhar,CHICHODARA,24.0650833,71.6155279,24.25,72.5,4.0,37.56,23.37,30.49
1867,BANASKANTHA,Bhabhar,CHICHODARA,24.0650833,71.6155279,24.25,72.5,5.0,39.33,26.17,32.72
1867,BANASKANTHA,Bhabhar,CHICHODARA,24.0650833,71.6155279,24.25,72.5,6.0,36.79,26.98,31.57
1867,BANASKANTHA,Bhabhar,CHICHODARA,24.0650833,71.6155279,24.25,72.5,7.0,31.78,25.34,28.13
1867,BANASKANTHA,Bhabhar,CHICHODARA,24.0650833,71.6155279,24.25,72.5,8.0,29.79,24.2,26.61
1867,BANASKANTHA,Bhabhar,CHICHODARA,24.0650833,71.6155279,24.25,72.5,9.0,30.86,23.77,26.98
1867,BANASKANTHA,Bhabhar,CHICHODARA,24.0650833,71.6155279,24.25,72.5,10.0,32.72,21.92,26.98
1867,BANASKANTHA,Bhabhar,CHICHODARA,24.0650833,71.6155279,24.25,72.5,11.0,30.16,18.37,23.76
1867,BANASKANTHA,Bhabhar,CHICHODARA,24.0650833,71.6155279,24.25,72.5,12.0,26.55,14.41,19.84
1868,BANASKANTHA,Kankrej,CHIMANGADH,24.0387783,71.9411013,24.25,72.5,1.0,25.38,12.82,18.57
1868,BANASKANTHA,Kankrej,CHIMANGADH,24.0387783,71.9411013,24.25,72.5,2.0,29.07,15.72,22.02
1868,BANASKANTHA,Kankrej,CHIMANGADH,24.0387783,71.9411013,24.25,72.5,3.0,33.17,19.54,26.21
1868,BANASKANTHA,Kankrej,CHIMANGADH,24.0387783,71.9411013,24.25,72.5,4.0,37.56,23.37,30.49
1868,BANASKANTHA,Kankrej,CHIMANGADH,24.0387783,71.9411013,24.25,72.5,5.0,39.33,26.17,32.72
1868,BANASKANTHA,Kankrej,CHIMANGADH,24.0387783,71.9411013,24.25,72.5,6.0,36.79,26.98,31.57
1868,BANASKANTHA,Kankrej,CHIMANGADH,24.0387783,71.9411013,24.25,72.5,7.0,31.78,25.34,28.13
1868,BANASKANTHA,Kankrej,CHIMANGADH,24.0387783,71.9411013,24.25,72.5,8.0,29.79,24.2,26.61
